ID,ID CALLE,NOMBRE,ID ORIGEN, ID DESTINO,ORIGEN, DESTINO,DISTANCIA KM,VELOCIDAD KM/H,COSTO,COSTO INVERSO,LATITUD ORIGEN,LONGITUD ORIGEN,LATITUD DESTINO,LONGITUD DESTINO
1072,11979291,AURELIO MIRO QUESADA,108009633,108009634,1195,1201,0.1147011,40,0.0028675,0.0028675,-12.0993547,-77.0447495,-12.0995395,-77.0437116
1073,11979291,AURELIO MIRO QUESADA,108009634,262731416,1201,1213,0.060763,40,0.0015191,0.0015191,-12.0995395,-77.0437116,-12.0996402,-77.0431623
1074,11979291,AURELIO MIRO QUESADA,262731416,108009635,1213,1214,0.0145539,40,0.0003638,0.0003638,-12.0996402,-77.0431623,-12.0996737,-77.0430329
1075,11979291,AURELIO MIRO QUESADA,108009635,262732037,1214,1234,0.2668081,40,0.0066702,0.0066702,-12.0996737,-77.0430329,-12.1001072,-77.0406193
1076,11979291,AURELIO MIRO QUESADA,262732037,108009636,1234,1235,0.0133478,40,0.0003337,0.0003337,-12.1001072,-77.0406193,-12.1001382,-77.0405007
1077,11979291,AURELIO MIRO QUESADA,108009636,108009638,1235,196,0.2745335,40,0.0068633,0.0068633,-12.1001382,-77.0405007,-12.1005931,-77.0380189
1078,11979547,ORRANTIA,1426686873,263108213,197,62263,0.1662823,60,0.0027714,1000000,-12.0909238,-77.0336133,-12.092317,-77.034169
1079,11979547,ORRANTIA,263108213,134250225,62263,62292,0.0176194,60,0.0002937,1000000,-12.092317,-77.034169,-12.0924638,-77.03423
1080,11979547,ORRANTIA,134250225,262908709,62292,62307,0.0417676,60,0.0006961,1000000,-12.0924638,-77.03423,-12.0928116,-77.0343751
1081,11979547,ORRANTIA,262908709,262908708,62307,1268,0.0862973,60,0.0014383,1000000,-12.0928116,-77.0343751,-12.0935333,-77.034667
1082,11979547,ORRANTIA,262908708,134250228,1268,198,0.0616701,60,0.0010278,1000000,-12.0935333,-77.034667,-12.0940508,-77.034871
1083,11979621,SANTA CRUZ,108237805,108237806,199,561,0.0952945,60,0.0015882,0.0015882,-12.1186727,-77.0426634,-12.117912,-77.0422597
1084,11979621,SANTA CRUZ,108237806,108237807,561,835,0.1004845,60,0.0016747,0.0016747,-12.117912,-77.0422597,-12.1170811,-77.0418963
1085,11979621,SANTA CRUZ,108237807,108237808,835,838,0.1064003,60,0.0017733,0.0017733,-12.1170811,-77.0418963,-12.1161979,-77.0415197
1086,11979621,SANTA CRUZ,108237808,108237811,838,968,0.1502183,60,0.0025036,0.0025036,-12.1161979,-77.0415197,-12.1151237,-77.0406818
1087,11979621,SANTA CRUZ,108237811,837760898,968,845,0.0657182,60,0.0010953,0.0010953,-12.1151237,-77.0406818,-12.1146614,-77.0403052
1088,11979621,SANTA CRUZ,837760898,108237812,845,603,0.0778867,60,0.0012981,0.0012981,-12.1146614,-77.0403052,-12.1141083,-77.0398664
1089,11979621,SANTA CRUZ,108237812,108237813,603,382,0.1330347,60,0.0022172,0.0022172,-12.1141083,-77.0398664,-12.1131619,-77.0391178
1090,11979621,SANTA CRUZ,108237813,108237815,382,386,0.1326806,60,0.0022113,0.0022113,-12.1131619,-77.0391178,-12.112207,-77.038386
1091,11979621,SANTA CRUZ,108237815,108235129,386,62478,0.1404511,60,0.0023409,0.0023409,-12.112207,-77.038386,-12.1112104,-77.0375923
1092,11979621,SANTA CRUZ,108235129,108236192,62478,200,0.0772279,60,0.0012871,0.0012871,-12.1112104,-77.0375923,-12.1106447,-77.0371802
1093,11979631,REPUBLICA DE PANAMA,262910050,475736371,201,39781,0.2670717,40,0.0066768,0.0066768,-12.0973771,-77.0201187,-12.095151,-77.021041
1094,11979631,REPUBLICA DE PANAMA,475736371,263933778,39781,5061,0.2581724,40,0.0064543,0.0064543,-12.095151,-77.021041,-12.0930108,-77.0219616
1095,11979631,REPUBLICA DE PANAMA,263933778,411306536,5061,202,0.1217328,40,0.0030433,0.0030433,-12.0930108,-77.0219616,-12.0919858,-77.0223549
1096,11979694,AV. ARAMBURÚ,108015866,108018046,203,241,0.0152653,60,0.0002544,1000000,-12.1035872,-77.0316182,-12.1035547,-77.0314818
1097,11979694,AV. ARAMBURÚ,108018046,108018049,241,62423,0.1131835,60,0.0018864,1000000,-12.1035547,-77.0314818,-12.1033948,-77.0304537
1098,11979694,AV. ARAMBURÚ,108018049,108018052,62423,70079,0.1009116,60,0.0016819,1000000,-12.1033948,-77.0304537,-12.1032533,-77.0295369
1099,11979694,AV. ARAMBURÚ,108018052,108018054,70079,204,0.2083625,60,0.0034727,1000000,-12.1032533,-77.0295369,-12.1029803,-77.0276409
1100,11980143,PLACENCIA,1273967829,138838890,205,407,0.048531,40,0.0012133,0.0012133,-12.1008782,-77.034051,-12.1009449,-77.034473
1123,11980556,LIZARDO ALZAMORA ESTE,108037789,108037790,1212,1202,0.1612431,40,0.0040311,0.0040311,-12.0987002,-77.0420121,-12.0983554,-77.0434526
1124,11980556,LIZARDO ALZAMORA ESTE,108037790,108037792,1202,1196,0.1210488,40,0.0030262,0.0030262,-12.0983554,-77.0434526,-12.098157,-77.0445473
1101,11980143,PLACENCIA,138838890,108029278,407,51843,0.1454089,40,0.0036352,0.0036352,-12.1009449,-77.034473,-12.1011248,-77.0357806
1102,11980143,PLACENCIA,108029278,108029280,51843,371,0.1088298,40,0.0027207,0.0027207,-12.1011248,-77.0357806,-12.1009836,-77.0367711
1103,11980143,PLACENCIA,108029280,108029282,371,377,0.0595807,40,0.0014895,0.0014895,-12.1009836,-77.0367711,-12.1009325,-77.0373166
1104,11980143,PLACENCIA,108029282,108030818,377,206,0.0875031,40,0.0021876,0.0021876,-12.1009325,-77.0373166,-12.1008318,-77.0381148
1105,11980154,LA NIÑA,108029613,108029615,207,208,0.1056491,40,0.0026412,0.0026412,-12.1016459,-77.0358406,-12.1015295,-77.036805
1106,11980165,CAVERO,108029954,108029955,209,370,0.0941745,40,0.0023544,0.0023544,-12.1021067,-77.0358804,-12.1020151,-77.0367415
1107,11980165,CAVERO,108029955,108029956,370,378,0.0779084,40,0.0019477,0.0019477,-12.1020151,-77.0367415,-12.1019396,-77.0374539
1108,11980165,CAVERO,108029956,108030823,378,210,0.1037375,40,0.0025934,0.0025934,-12.1019396,-77.0374539,-12.1018053,-77.0383981
1109,11980238,SANTA MARIA,108031452,108031454,211,212,0.0961082,40,0.0024027,0.0024027,-12.1026009,-77.0359205,-12.1024873,-77.0367968
1110,11980258,RAYMUNDO MORALES DE LA TORRE,108031677,108031676,213,51844,0.0980307,40,0.0024508,1000000,-12.1030558,-77.0368875,-12.1031138,-77.0359878
1111,11980258,RAYMUNDO MORALES DE LA TORRE,108031676,138839732,51844,406,0.1368168,40,0.0034204,1000000,-12.1031138,-77.0359878,-12.1030812,-77.0347475
1112,11980258,RAYMUNDO MORALES DE LA TORRE,138839732,138839729,406,43824,0.0093558,40,0.0002339,1000000,-12.1030812,-77.0347475,-12.1031558,-77.0347077
1113,11980258,RAYMUNDO MORALES DE LA TORRE,138839729,138839725,43824,257,0.0926091,40,0.0023152,1000000,-12.1031558,-77.0347077,-12.1031761,-77.0338636
1114,11980258,RAYMUNDO MORALES DE LA TORRE,138839725,138839724,257,404,0.1177324,40,0.0029433,1000000,-12.1031761,-77.0338636,-12.1029961,-77.0327965
1115,11980258,RAYMUNDO MORALES DE LA TORRE,138839724,108171139,404,214,0.114407,40,0.0028602,1000000,-12.1029961,-77.0327965,-12.1028344,-77.0317573
1116,11980556,LIZARDO ALZAMORA ESTE,108037774,108037776,215,372,0.0960763,40,0.0024019,0.0024019,-12.1001429,-77.0355497,-12.1000487,-77.0364281
1117,11980556,LIZARDO ALZAMORA ESTE,108037776,108037777,372,376,0.0850549,40,0.0021264,0.0021264,-12.1000487,-77.0364281,-12.099959,-77.037205
1118,11980556,LIZARDO ALZAMORA ESTE,108037777,108013931,376,51841,0.0613412,40,0.0015335,0.0015335,-12.099959,-77.037205,-12.0998331,-77.0377543
1119,11980556,LIZARDO ALZAMORA ESTE,108013931,108037782,51841,1236,0.2224264,40,0.0055607,0.0055607,-12.0998331,-77.0377543,-12.0992135,-77.0396992
1120,11980556,LIZARDO ALZAMORA ESTE,108037782,108037783,1236,1233,0.0160224,40,0.0004006,0.0004006,-12.0992135,-77.0396992,-12.0991716,-77.0398402
1121,11980556,LIZARDO ALZAMORA ESTE,108037783,108037786,1233,1215,0.2210398,40,0.005526,0.005526,-12.0991716,-77.0398402,-12.0987338,-77.0418233
1122,11980556,LIZARDO ALZAMORA ESTE,108037786,108037789,1215,1212,0.0208644,40,0.0005216,0.0005216,-12.0987338,-77.0418233,-12.0987002,-77.0420121
